name,piste:difficulty,piste:type,geometry,ski_hill
,,,POINT (-120.925362 49.073169),
,,,POINT (-120.925666 49.073349),
,,,POINT (-120.925696 49.073488),
,,,POINT (-120.925635 49.073563),
,,,POINT (-120.925429 49.073645),
,,,POINT (-120.926685 49.073676),
,,,POINT (-120.923046 49.073248),
,,,POINT (-120.923654 49.072859),
,,,POINT (-120.924304 49.072126),
,,,POINT (-120.923916 49.072211),
,,,POINT (-120.923687 49.07217),
,,,POINT (-120.923584 49.072038),
,,,POINT (-120.92404 49.071675),
,,,POINT (-120.922293 49.072143),
,,,POINT (-120.921606 49.072231),
,,,POINT (-120.921248 49.072316),
,,,POINT (-120.923704 49.071851),
,,,POINT (-120.922157 49.071512),
,,,POINT (-120.922157 49.071413),
,,,POINT (-120.922178 49.071333),
,,,POINT (-120.922148 49.071256),
,,,POINT (-120.922045 49.071194),
,,,POINT (-120.92184 49.071132),
,,,POINT (-120.921567 49.071087),
,,,POINT (-120.921277 49.071078),
,,,POINT (-120.926853 49.073653),
,,,POINT (-120.924217 49.07367),
,,,POINT (-120.922957 49.07353),
,,,POINT (-120.922747 49.073349),
,,,POINT (-120.923384 49.07307),
,,,POINT (-120.920528 49.072851),
,,,POINT (-120.920624 49.072416),
,,,POINT (-120.920909 49.072373),
,,,POINT (-120.919933 49.072122),
,,,POINT (-120.919628 49.071252),
,,,POINT (-120.918875 49.070394),
,,,POINT (-120.919644 49.070245),
,,,POINT (-120.919999 49.070862),
,,,POINT (-120.91757 49.07034),
,,,POINT (-120.918609 49.076405),
,,,POINT (-120.918136 49.075774),
,,,POINT (-120.917439 49.075269),
,,,POINT (-120.917206 49.074379),
,,,POINT (-120.917169 49.074034),
,,,POINT (-120.917142 49.073656),
,,,POINT (-120.916323 49.073182),
,,,POINT (-120.916119 49.072993),
,,,POINT (-120.916128 49.07286),
,,,POINT (-120.914983 49.075663),
,,,POINT (-120.91671 49.071937),
,,,POINT (-120.917097 49.071905),
,,,POINT (-120.91793 49.07139),
,,,POINT (-120.918048 49.071105),
,,,POINT (-120.917195 49.070684),
,,,POINT (-120.91703 49.071238),
,,,POINT (-120.914948 49.073998),
,,,POINT (-120.914049 49.073236),
,,,POINT (-120.914536 49.072465),
,,,POINT (-120.915813 49.070404),
,,,POINT (-120.913947 49.072076),
,,,POINT (-120.91404 49.071221),
,,,POINT (-120.915159 49.070169),
,,,POINT (-120.914972 49.075684),
,,,POINT (-120.914237 49.073951),
,,,POINT (-120.914415 49.072472),
,,,POINT (-120.913939 49.074492),
,,,POINT (-120.914162 49.072468),
,,,POINT (-120.914276 49.07288),
,,,POINT (-120.914159 49.074357),
,,,POINT (-120.914227 49.073472),
,,,POINT (-120.917073 49.070945),
,,,POINT (-120.916803 49.073337),
,,,POINT (-120.915238 49.073774),
,,,POINT (-120.915202 49.07352),
,,,POINT (-120.915147 49.073377),
,,,POINT (-120.914993 49.07324),
,,,POINT (-120.914851 49.07306),
,,,POINT (-120.914741 49.072902),
,,,POINT (-120.914631 49.072751),
,,,POINT (-120.914482 49.072552),
,,,POINT (-120.914785 49.072536),
,,,POINT (-120.914993 49.072536),
,,,POINT (-120.91518 49.0725),
,,,POINT (-120.915443 49.072442),
,,,POINT (-120.915673 49.072414),
,,,POINT (-120.916057 49.072335),
,,,POINT (-120.916409 49.072251),
,,,POINT (-120.914843 49.07604),
,,,POINT (-120.914656 49.075532),
,,,POINT (-120.914469 49.075324),
,,,POINT (-120.914301 49.075087),
,,,POINT (-120.914176 49.074987),
,,,POINT (-120.91457 49.074058),
,,,POINT (-120.91734 49.070757),
,,,POINT (-120.917024 49.070571),
,,,POINT (-120.919859 49.071911),
,,,POINT (-120.92008 49.072435),
,,,POINT (-120.915915 49.076583),
,,,POINT (-120.915938 49.076482),
,,,POINT (-120.915667 49.076021),
,,,POINT (-120.915419 49.075813),
,,,POINT (-120.915075 49.075593),
,,,POINT (-120.915046 49.075572),
,,,POINT (-120.913928 49.07589),
,,,POINT (-120.914221 49.075463),
,,,POINT (-120.914098 49.074671),
,,,POINT (-120.91807 49.071239),
,,,POINT (-120.917748 49.070912),
,,,POINT (-120.914119 49.073313),
,,,POINT (-120.914113 49.074425),
,,,POINT (-120.914091 49.07456),
,,,POINT (-120.914131 49.074718),
,,,POINT (-120.917224 49.071847),
,,,POINT (-120.91758 49.071659),
,,,POINT (-120.920304 49.072652),
,,,POINT (-120.920386 49.072457),
,,,POINT (-120.920229 49.072465),
,,,POINT (-120.915049 49.07392),
,,,POINT (-120.913548 49.066577),
,,,POINT (-120.908996 49.064217),
,,,POINT (-120.913417 49.070032),
,,,POINT (-120.913232 49.06655),
,,,POINT (-120.913334 49.066516),
,,,POINT (-120.908823 49.064238),
,,,POINT (-120.908806 49.064308),
,,,POINT (-120.908948 49.064482),
,,,POINT (-120.908949 49.064381),
,,,POINT (-120.913442 49.066546),
,,,POINT (-120.910023 49.075902),
,,,POINT (-120.910245 49.075464),
,,,POINT (-120.910945 49.075187),
,,,POINT (-120.912919 49.074638),
,,,POINT (-120.913214 49.074565),
,,,POINT (-120.913503 49.074499),
,,,POINT (-120.913879 49.074393),
,,,POINT (-120.912476 49.076392),
,,,POINT (-120.913232 49.075222),
,,,POINT (-120.913522 49.072624),
,,,POINT (-120.913157 49.07231),
,,,POINT (-120.912393 49.071861),
,,,POINT (-120.910791 49.071208),
,,,POINT (-120.910098 49.070802),
,,,POINT (-120.91046 49.070571),
,,,POINT (-120.911364 49.070325),
,,,POINT (-120.91192 49.070228),
,,,POINT (-120.912476 49.070302),
,,,POINT (-120.913825 49.072401),
,,,POINT (-120.91377 49.074421),
,,,POINT (-120.910519 49.070992),
,,,POINT (-120.910337 49.070892),
,,,POINT (-120.913834 49.072926),
,,,POINT (-120.90872 49.076437),
,,,POINT (-120.908725 49.07575),
,,,POINT (-120.908889 49.075584),
,,,POINT (-120.909116 49.075348),
,,,POINT (-120.909604 49.074785),
,,,POINT (-120.909898 49.074376),
,,,POINT (-120.909497 49.074222),
,,,POINT (-120.911128 49.073566),
,,,POINT (-120.91182 49.073215),
,,,POINT (-120.912047 49.073017),
,,,POINT (-120.912402 49.072651),
,,,POINT (-120.912844 49.072126),
,,,POINT (-120.913332 49.071577),
,,,POINT (-120.911563 49.073896),
,,,POINT (-120.912095 49.07377),
,,,POINT (-120.912698 49.07375),
,,,POINT (-120.913357 49.073559),
,,,POINT (-120.913599 49.074456),
,,,POINT (-120.913567 49.07633),
,,,POINT (-120.911471 49.07343),
,,,POINT (-120.908308 49.073654),
,,,POINT (-120.908582 49.073104),
,,,POINT (-120.908471 49.072716),
,,,POINT (-120.908629 49.07183),
,,,POINT (-120.908664 49.071419),
,,,POINT (-120.909183 49.071244),
,,,POINT (-120.909609 49.071145),
,,,POINT (-120.910475 49.076386),
,,,POINT (-120.907691 49.071607),
,,,POINT (-120.909872 49.075365),
,,,POINT (-120.909554 49.075426),
,,,POINT (-120.909317 49.075407),
,,,POINT (-120.910729 49.076585),
,,,POINT (-120.913873 49.072983),
,,,POINT (-120.913647 49.072463),
,,,POINT (-120.912175 49.070293),
,,,POINT (-120.911785 49.070251),
,,,POINT (-120.913686 49.072412),
,,,POINT (-120.909115 49.072414),
,,,POINT (-120.908417 49.070982),
,,,POINT (-120.909442 49.073453),
,,,POINT (-120.908467 49.072483),
,,,POINT (-120.908559 49.074056),
,,,POINT (-120.910674 49.07117),
,,,POINT (-120.909358 49.073077),
,,,POINT (-120.910335 49.073255),
,,,POINT (-120.911046 49.073591),
,,,POINT (-120.909473 49.0738),
,,,POINT (-120.909024 49.074087),
,,,POINT (-120.910294 49.071747),
,,,POINT (-120.908567 49.072164),
,,,POINT (-120.910603 49.071296),
,,,POINT (-120.910308 49.072546),
,,,POINT (-120.911233 49.070342),
,,,POINT (-120.910473 49.075308),
,,,POINT (-120.910124 49.073779),
,,,POINT (-120.910135 49.075312),
,,,POINT (-120.910556 49.075329),
,,,POINT (-120.912634 49.073395),
,,,POINT (-120.905688 49.076452),
,,,POINT (-120.905282 49.075754),
,,,POINT (-120.905999 49.075397),
,,,POINT (-120.906044 49.074943),
,,,POINT (-120.906394 49.074523),
,,,POINT (-120.906446 49.074228),
,,,POINT (-120.906614 49.073737),
,,,POINT (-120.907175 49.073042),
,,,POINT (-120.907201 49.072286),
,,,POINT (-120.915244 49.080026),
,,,POINT (-120.916143 49.080414),
,,,POINT (-120.916584 49.080611),
,,,POINT (-120.916738 49.080819),
,,,POINT (-120.91679 49.080965),
,,,POINT (-120.91786 49.080887),
,,,POINT (-120.918699 49.080476),
,,,POINT (-120.919168 49.079855),
,,,POINT (-120.919163 49.079308),
,,,POINT (-120.91865 49.078292),
,,,POINT (-120.918629 49.07753),
,,,POINT (-120.918925 49.076754),
,,,POINT (-120.918751 49.078545),
,,,POINT (-120.916339 49.079754),
,,,POINT (-120.916796 49.079925),
,,,POINT (-120.918308 49.080573),
,,,POINT (-120.914568 49.076724),
,,,POINT (-120.917313 49.08006),
,,,POINT (-120.919056 49.080147),
,,,POINT (-120.91649 49.08054),
,,,POINT (-120.917755 49.07893),
,,,POINT (-120.916229 49.079638),
,,,POINT (-120.915993 49.079497),
,,,POINT (-120.914077 49.079282),
,,,POINT (-120.915353 49.079414),
,,,POINT (-120.917208 49.079122),
,,,POINT (-120.917111 49.080043),
,,,POINT (-120.917247 49.0796),
,,,POINT (-120.917386 49.079242),
,,,POINT (-120.915941 49.079488),
,,,POINT (-120.915942 49.078981),
,,,POINT (-120.916187 49.078644),
,,,POINT (-120.916391 49.078265),
,,,POINT (-120.916717 49.077896),
,,,POINT (-120.917011 49.077709),
,,,POINT (-120.917288 49.077606),
,,,POINT (-120.917487 49.077222),
,,,POINT (-120.917505 49.077129),
,,,POINT (-120.917508 49.077019),
,,,POINT (-120.914051 49.078375),
,,,POINT (-120.915321 49.077512),
,,,POINT (-120.915739 49.077162),
,,,POINT (-120.915876 49.076921),
,,,POINT (-120.915872 49.076756),
,,,POINT (-120.916646 49.077433),
,,,POINT (-120.91692 49.077411),
,,,POINT (-120.913997 49.077448),
,,,POINT (-120.914348 49.077149),
,,,POINT (-120.914314 49.07784),
,,,POINT (-120.914302 49.077634),
,,,POINT (-120.914225 49.077378),
,,,POINT (-120.917104 49.081072),
,,,POINT (-120.916924 49.081034),
,,,POINT (-120.918917 49.080324),
,,,POINT (-120.919233 49.079606),
,,,POINT (-120.917303 49.081041),
,,,POINT (-120.91482 49.079387),
,,,POINT (-120.914344 49.079313),
,,,POINT (-120.914854 49.078602),
,,,POINT (-120.914765 49.078126),
,,,POINT (-120.913977 49.079154),
,,,POINT (-120.91431 49.078887),
,,,POINT (-120.91414 49.079044),
,,,POINT (-120.91573 49.079317),
,,,POINT (-120.917731 49.076931),
,,,POINT (-120.918102 49.076834),
,,,POINT (-120.918493 49.076742),
,,,POINT (-120.918715 49.076742),
,,,POINT (-120.917498 49.077385),
,,,POINT (-120.917415 49.077538),
,,,POINT (-120.917079 49.077433),
,,,POINT (-120.917277 49.077497),
,,,POINT (-120.917371 49.077509),
,,,POINT (-120.917448 49.077476),
,,,POINT (-120.915318 49.078205),
,,,POINT (-120.915595 49.077997),
,,,POINT (-120.916108 49.077766),
,,,POINT (-120.910787 49.078694),
,,,POINT (-120.911468 49.078721),
,,,POINT (-120.911722 49.078729),
,,,POINT (-120.913063 49.079043),
,,,POINT (-120.913743 49.079194),
,,,POINT (-120.912644 49.078097),
,,,POINT (-120.909688 49.079083),
,,,POINT (-120.908215 49.078094),
,,,POINT (-120.908392 49.077752),
,,,POINT (-120.909027 49.077284),
,,,POINT (-120.910808 49.076891),
,,,POINT (-120.911167 49.077278),
,,,POINT (-120.911764 49.077538),
,,,POINT (-120.908397 49.078587),
,,,POINT (-120.908734 49.07757),
,,,POINT (-120.909296 49.076712),
,,,POINT (-120.908935 49.079041),
,,,POINT (-120.912577 49.07892),
,,,POINT (-120.90867 49.07763),
,,,POINT (-120.908772 49.077321),
,,,POINT (-120.908716 49.076889),
,,,POINT (-120.913132 49.078938),
,,,POINT (-120.913191 49.078856),
,,,POINT (-120.913231 49.078778),
,,,POINT (-120.913423 49.078463),
,,,POINT (-120.91162 49.078689),
,,,POINT (-120.913276 49.077909),
,,,POINT (-120.912514 49.077822),
,,,POINT (-120.912639 49.077504),
,,,POINT (-120.913272 49.076896),
,,,POINT (-120.913499 49.078362),
,,,POINT (-120.913756 49.07828),
,,,POINT (-120.91077 49.077238),
,,,POINT (-120.910696 49.077753),
,,,POINT (-120.913914 49.078231),
,,,POINT (-120.910703 49.07867),
,,,POINT (-120.91047 49.078702),
,,,POINT (-120.911732 49.078661),
,,,POINT (-120.911839 49.078617),
,,,POINT (-120.912835 49.077316),
,,,POINT (-120.910291 49.078653),
,,,POINT (-120.910562 49.078291),
,,,POINT (-120.913684 49.077581),
,,,POINT (-120.850573 49.024166),
,,,POINT (-120.850515 49.024802),
,,,POINT (-120.850472 49.025407),
,,,POINT (-120.850923 49.026237),
,,,POINT (-120.851695 49.0277),
,,,POINT (-120.855343 49.035128),
,,,POINT (-120.853433 49.030978),
,,,POINT (-120.837572 49.010721),
,,,POINT (-120.837029 49.010768),
,,,POINT (-120.836385 49.01093),
,,,POINT (-120.83781 49.01094),
,,,POINT (-120.838132 49.01151),
,,,POINT (-120.83862 49.012654),
,,,POINT (-120.838856 49.0134),
,,,POINT (-120.839599 49.015838),
,,,POINT (-120.839556 49.016809),
,,,POINT (-120.838901 49.018336),
,,,POINT (-120.838236 49.019483),
,,,POINT (-120.836489 49.019135),
,,,POINT (-120.837372 49.019557),
,,,POINT (-120.83758 49.019865),
,,,POINT (-120.837515 49.020736),
,,,POINT (-120.837684 49.021684),
,,,POINT (-120.838335 49.023103),
,,,POINT (-120.838544 49.023829),
,,,POINT (-120.83484 49.011612),
,,,POINT (-120.833456 49.012731),
,,,POINT (-120.83307 49.013857),
,,,POINT (-120.83253 49.015131),
,,,POINT (-120.831845 49.019045),
,,,POINT (-120.831974 49.018917),
,,,POINT (-120.832701 49.018803),
,,,POINT (-120.83388 49.018632),
,,,POINT (-120.834971 49.018746),
,,,POINT (-120.839004 49.024833),
,,,POINT (-120.839542 49.02517),
,,,POINT (-120.839494 49.026103),
,,,POINT (-120.839732 49.026487),
,,,POINT (-120.839945 49.026699),
,,,POINT (-120.840238 49.027192),
,,,POINT (-120.84042 49.027871),
,,,POINT (-120.84038 49.028846),
,,,POINT (-120.840665 49.029463),
,,,POINT (-120.840578 49.029972),
,,,POINT (-120.842207 49.037137),
,,,POINT (-120.840388 49.030884),
,,,POINT (-120.840697 49.03176),
,,,POINT (-120.840396 49.032492),
,,,POINT (-120.840515 49.033057),
,,,POINT (-120.840902 49.033783),
,,,POINT (-120.841139 49.035737),
,,,POINT (-120.841448 49.036499),
,,,POINT (-120.856309 49.037562),
,,,POINT (-120.857854 49.04067),
,,,POINT (-120.842887 49.0382),
,,,POINT (-120.844358 49.039906),
,,,POINT (-120.844509 49.040528),
,,,POINT (-120.844698 49.041072),
,,,POINT (-120.845228 49.041762),
,,,POINT (-120.845893 49.042145),
,,,POINT (-120.846225 49.042799),
,,,POINT (-120.846359 49.043016),
,,,POINT (-120.846992 49.043187),
,,,POINT (-120.8473 49.043815),
,,,POINT (-120.847126 49.044872),
,,,POINT (-120.846831 49.0457),
,,,POINT (-120.847161 49.045183),
,,,POINT (-120.84714 49.045356),
,,,POINT (-120.846829 49.045536),
,,,POINT (-121.949394 49.377201),
,,,POINT (-121.950537 49.377563),
,,,POINT (-121.950828 49.377702),
,,,POINT (-121.951421 49.377999),
,,,POINT (-121.949729 49.37726),
,,,POINT (-121.95112 49.377848),
,,,POINT (-121.950307 49.377758),
,,,POINT (-121.949826 49.378046),
,,,POINT (-121.950888 49.381413),
,,,POINT (-121.950194 49.381892),
,,,POINT (-121.949706 49.382134),
,,,POINT (-121.951673 49.380349),
,,,POINT (-121.949483 49.378388),
,,,POINT (-121.951807 49.380066),
,,,POINT (-121.949449 49.379244),
,,,POINT (-121.951606 49.379014),
,,,POINT (-121.949535 49.379112),
,,,POINT (-121.951579 49.378869),
,,,POINT (-121.95048 49.38172),
,,,POINT (-121.951749 49.379354),
,,,POINT (-121.95184 49.379764),
,,,POINT (-121.949541 49.382253),
,,,POINT (-121.949544 49.378525),
,,,POINT (-121.949581 49.378711),
,,,POINT (-121.949587 49.378871),
,,,POINT (-121.951663 49.378221),
,,,POINT (-121.951665 49.378505),
,,,POINT (-121.951766 49.380203),
,,,POINT (-121.951411 49.380642),
,,,POINT (-121.951217 49.38089),
,,,POINT (-121.951204 49.381022),
,,,POINT (-121.951013 49.381248),
,,,POINT (-121.949622 49.37814),
,,,POINT (-121.949394 49.378188),
,,,POINT (-121.94993 49.378949),
,,,POINT (-121.950407 49.379017),
,,,POINT (-121.950565 49.379049),
,,,POINT (-121.951032 49.379185),
,,,POINT (-121.951647 49.379311),
,,,POINT (-121.949865 49.379793),
,,,POINT (-121.950113 49.379861),
,,,POINT (-121.950862 49.380184),
,,,POINT (-121.949936 49.380605),
,,,POINT (-121.950263 49.380711),
,,,POINT (-121.950675 49.380892),
,,,POINT (-121.950859 49.381028),
,,,POINT (-121.950058 49.381651),
,,,POINT (-121.948906 49.377854),
,,,POINT (-121.948652 49.377339),
,,,POINT (-121.949142 49.378067),
,,,POINT (-121.948436 49.376999),
,,,POINT (-121.948407 49.377033),
,,,POINT (-121.948649 49.376994),
,,,POINT (-121.948535 49.37698),
,,,POINT (-121.94843 49.377103),
,,,POINT (-121.948709 49.377422),
,,,POINT (-121.947139 49.376876),
,,,POINT (-121.947318 49.376894),
,,,POINT (-121.946428 49.37691),
,,,POINT (-121.947632 49.376942),
,,,POINT (-121.94511 49.377292),
,,,POINT (-121.94342 49.377782),
,,,POINT (-121.947098 49.377782),
,,,POINT (-121.943797 49.377814),
,,,POINT (-121.944022 49.377867),
,,,POINT (-121.94729 49.377939),
,,,POINT (-121.943629 49.378096),
,,,POINT (-121.944502 49.37763),
,,,POINT (-121.949018 49.377966),
,,,POINT (-121.946881 49.376869),
,,,POINT (-121.946653 49.376878),
,,,POINT (-121.94729 49.37716),
,,,POINT (-121.947184 49.37731),
,,,POINT (-121.947138 49.377471),
,,,POINT (-121.947118 49.37764),
,,,POINT (-121.945581 49.37718),
,,,POINT (-121.945329 49.377226),
,,,POINT (-121.944785 49.377497),
,,,POINT (-121.942775 49.377795),
,,,POINT (-121.942393 49.377863),
,,,POINT (-121.941932 49.378011),
,,,POINT (-121.941828 49.378063),
,,,POINT (-121.943653 49.379222),
,,,POINT (-121.945581 49.38115),
,,,POINT (-121.947963 49.380544),
,,,POINT (-121.947795 49.382013),
,,,POINT (-121.944774 49.381669),
,,,POINT (-121.945172 49.381604),
,,,POINT (-121.947539 49.380621),
,,,POINT (-121.947768 49.380819),
,,,POINT (-121.944019 49.381711),
,,,POINT (-121.947343 49.380748),
,,,POINT (-121.948299 49.383208),
,,,POINT (-121.947823 49.380596),
,,,POINT (-121.944209 49.381675),
,,,POINT (-121.948706 49.382897),
,,,POINT (-121.947009 49.380698),
,,,POINT (-121.947795 49.38259),
,,,POINT (-121.948237 49.380179),
,,,POINT (-121.947389 49.383622),
,,,POINT (-121.945476 49.381225),
,,,POINT (-121.947311 49.383751),
,,,POINT (-121.947954 49.381356),
,,,POINT (-121.949224 49.382553),
,,,POINT (-121.948454 49.383107),
,,,POINT (-121.948136 49.383304),
,,,POINT (-121.946845 49.38076),
,,,POINT (-121.946359 49.380902),
,,,POINT (-121.946122 49.380992),
,,,POINT (-121.945745 49.381091),
,,,POINT (-121.945025 49.381656),
,,,POINT (-121.9445 49.38166),
,,,POINT (-121.943756 49.381831),
,,,POINT (-121.943575 49.38199),
,,,POINT (-121.9434 49.382119),
,,,POINT (-121.94324 49.382201),
,,,POINT (-121.942907 49.382414),
,,,POINT (-121.947498 49.383247),
,,,POINT (-121.947763 49.382739),
,,,POINT (-121.947818 49.38215),
,,,POINT (-121.94781 49.381921),
,,,POINT (-121.94792 49.381561),
,,,POINT (-121.947848 49.380992),
,,,POINT (-121.947646 49.380765),
,,,POINT (-121.947122 49.380723),
,,,POINT (-121.949335 49.378213),
,,,POINT (-121.948763 49.379765),
,,,POINT (-121.948493 49.379929),
,,,POINT (-121.948127 49.380368),
,,,POINT (-121.947285 49.380688),
,,,POINT (-121.945446 49.380792),
,,,POINT (-121.944189 49.380888),
,,,POINT (-121.94754 49.378112),
,,,POINT (-121.947732 49.378233),
,,,POINT (-121.94923 49.378256),
,,,POINT (-121.947965 49.378307),
,,,POINT (-121.949046 49.378372),
,,,POINT (-121.948258 49.378478),
,,,POINT (-121.948605 49.378582),
,,,POINT (-121.943133 49.378692),
,,,POINT (-121.948506 49.378679),
,,,POINT (-121.94855 49.378753),
,,,POINT (-121.948869 49.378794),
,,,POINT (-121.949231 49.378804),
,,,POINT (-121.948486 49.379011),
,,,POINT (-121.948357 49.379334),
,,,POINT (-121.948223 49.379483),
,,,POINT (-121.94851 49.379509),
,,,POINT (-121.948975 49.379603),
,,,POINT (-121.94792 49.379667),
,,,POINT (-121.947801 49.379716),
,,,POINT (-121.949378 49.379729),
,,,POINT (-121.947732 49.379929),
,,,POINT (-121.947727 49.380016),
,,,POINT (-121.947692 49.380097),
,,,POINT (-121.947588 49.380245),
,,,POINT (-121.947405 49.380462),
,,,POINT (-121.948964 49.380502),
,,,POINT (-121.948582 49.380505),
,,,POINT (-121.944176 49.381206),
,,,POINT (-121.94525 49.381507),
,,,POINT (-121.948448 49.381552),
,,,POINT (-121.946154 49.381718),
,,,POINT (-121.947179 49.381969),
,,,POINT (-121.948624 49.382421),
,,,POINT (-121.944797 49.382671),
,,,POINT (-121.942984 49.382804),
,,,POINT (-121.943585 49.382976),
,,,POINT (-121.946048 49.383104),
,,,POINT (-121.944115 49.383195),
,,,POINT (-121.946643 49.383201),
,,,POINT (-121.947888 49.383249),
,,,POINT (-121.946818 49.38387),
,,,POINT (-121.945222 49.383964),
,,,POINT (-121.946538 49.384009),
,,,POINT (-121.946161 49.384167),
,,,POINT (-121.945913 49.384299),
,,,POINT (-121.945628 49.384462),
,,,POINT (-121.943609 49.384544),
,,,POINT (-121.944537 49.378114),
,,,POINT (-121.944359 49.378653),
,,,POINT (-121.943786 49.378981),
,,,POINT (-121.943228 49.379344),
,,,POINT (-121.946842 49.378475),
,,,POINT (-121.946387 49.378978),
,,,POINT (-121.945169 49.379627),
,,,POINT (-121.944301 49.380091),
,,,POINT (-121.943541 49.380842),
,,,POINT (-121.943217 49.381036),
,,,POINT (-121.944368 49.381657),
,,,POINT (-121.943868 49.381766),
,,,POINT (-121.943016 49.378756),
,,,POINT (-121.942848 49.378789),
,,,POINT (-121.946965 49.378233),
,,,POINT (-121.946187 49.379149),
,,,POINT (-121.937231 49.380021),
,,,POINT (-121.937511 49.380531),
,,,POINT (-121.938154 49.381984),
,,,POINT (-121.940155 49.383864),
,,,POINT (-121.936984 49.38227),
,,,POINT (-121.941142 49.383664),
,,,POINT (-121.940395 49.383919),
,,,POINT (-121.940243 49.383896),
,,,POINT (-121.942726 49.38257),
,,,POINT (-121.94242 49.382788),
,,,POINT (-121.941948 49.383041),
,,,POINT (-121.941487 49.383441),
,,,POINT (-121.940979 49.383748),
,,,POINT (-121.940559 49.383898),
,,,POINT (-121.940091 49.383819),
,,,POINT (-121.940001 49.383696),
,,,POINT (-121.939687 49.383391),
,,,POINT (-121.939412 49.383078),
,,,POINT (-121.939106 49.382799),
,,,POINT (-121.938659 49.382544),
,,,POINT (-121.938463 49.382382),
,,,POINT (-121.938333 49.382226),
,,,POINT (-121.938208 49.382131),
,,,POINT (-121.938156 49.382044),
,,,POINT (-121.942481 49.380767),
,,,POINT (-121.941302 49.380281),
,,,POINT (-121.940104 49.380038),
,,,POINT (-121.938995 49.379884),
,,,POINT (-121.937709 49.379827),
,,,POINT (-121.942604 49.382657),
,,,POINT (-121.942443 49.382636),
,,,POINT (-121.942088 49.382441),
,,,POINT (-121.941889 49.382159),
,,,POINT (-121.940956 49.38187),
,,,POINT (-121.94084 49.381873),
,,,POINT (-121.939525 49.381867),
,,,POINT (-121.939191 49.3817),
,,,POINT (-121.938602 49.381306),
,,,POINT (-121.937974 49.381112),
,,,POINT (-121.941242 49.378519),
,,,POINT (-121.941183 49.378603),
,,,POINT (-121.942618 49.378803),
,,,POINT (-121.941088 49.378861),
,,,POINT (-121.941079 49.378948),
,,,POINT (-121.942012 49.378894),
,,,POINT (-121.941131 49.37916),
,,,POINT (-121.94033 49.379533),
,,,POINT (-121.93993 49.379775),
,,,POINT (-121.93946 49.379872),
,,,POINT (-121.93738 49.38093),
,,,POINT (-121.942783 49.380959),
,,,POINT (-121.937584 49.381605),
,,,POINT (-121.937613 49.382119),
,,,POINT (-121.937752 49.382494),
,,,POINT (-121.937787 49.383172),
,,,POINT (-121.937896 49.383663),
,,,POINT (-121.941678 49.383734),
,,,POINT (-121.940874 49.384223),
,,,POINT (-121.942666 49.384241),
,,,POINT (-121.938209 49.384299),
,,,POINT (-121.941052 49.384481),
,,,POINT (-121.938372 49.384528),
,,,POINT (-121.936687 49.380564),
,,,POINT (-121.939984 49.384546),
,,,POINT (-121.9424 49.379374),
,,,POINT (-121.941796 49.379485),
,,,POINT (-121.940826 49.379311),
,,,POINT (-121.942667 49.381075),
,,,POINT (-121.942262 49.381099),
,,,POINT (-121.942031 49.38117),
,,,POINT (-121.941152 49.381709),
,,,POINT (-121.940678 49.38188),
,,,POINT (-121.94041 49.381912),
,,,POINT (-121.940165 49.381945),
,,,POINT (-121.939935 49.381968),
,,,POINT (-121.939812 49.381968),
,,,POINT (-121.939628 49.381922),
,,,POINT (-121.939699 49.38195),
,,,POINT (-121.939753 49.381965),
,,,POINT (-121.939331 49.381752),
,,,POINT (-121.939073 49.381635),
,,,POINT (-121.938894 49.381499),
,,,POINT (-121.938725 49.381369),
,,,POINT (-121.938399 49.381242),
,,,POINT (-121.941761 49.381277),
,,,POINT (-121.941563 49.381392),
,,,POINT (-121.941347 49.381543),
,,,POINT (-121.941687 49.382067),
,,,POINT (-121.941319 49.381954),
,,,POINT (-121.942163 49.382524),
,,,POINT (-121.942311 49.382609),
,,,POINT (-121.942224 49.382576),
,,,POINT (-121.942223 49.378823),
,,,POINT (-121.941586 49.379043),
,,,POINT (-121.939667 49.379853),
,,,POINT (-121.939798 49.379821),
,,,POINT (-121.944885 49.384831),
,,,POINT (-121.944062 49.385113),
,,,POINT (-121.943027 49.385451),
,,,POINT (-121.939161 49.3849),
,,,POINT (-121.936417 49.387053),
,,,POINT (-121.936575 49.386768),
,,,POINT (-121.937045 49.386453),
,,,POINT (-121.936718 49.38602),
,,,POINT (-121.936895 49.385633),
,,,POINT (-121.937389 49.385097),
,,,POINT (-121.936483 49.386888),
,,,POINT (-121.936664 49.386701),
,,,POINT (-121.936973 49.386553),
,,,POINT (-121.937033 49.386384),
,,,POINT (-121.936986 49.386318),
,,,POINT (-121.936762 49.386103),
,,,POINT (-121.936728 49.385878),
,,,POINT (-121.936787 49.385768),
,,,POINT (-121.938814 49.3848),
,,,POINT (-121.941563 49.385053),
,,,POINT (-121.939789 49.385368),
,,,POINT (-121.940117 49.385693),
,,,POINT (-121.942182 49.385695),
,,,POINT (-121.940443 49.385845),
,,,POINT (-121.94113 49.385861),
,,,POINT (-121.936526 49.386832),
,,,POINT (-121.936761 49.390031),
,,,POINT (-121.937074 49.389861),
,,,POINT (-121.93794 49.389746),
,,,POINT (-121.93966 49.389447),
,,,POINT (-121.939754 49.388829),
,,,POINT (-121.939713 49.387329),
,,,POINT (-121.939744 49.386474),
,,,POINT (-121.938138 49.389114),
,,,POINT (-121.938451 49.388178),
,,,POINT (-121.939108 49.386671),
